1	55	26	0	0	
2	34	40	5	0	
3	28	40	10	0	
4	55	12	10	3	
5	23	40	30	0	
6	3	9	45	0	
7	55	25	90	90	
8	55	0	100	93	
9	37	40	135	0	
10	32	43	171	171	
11	20	40	180	0	
12	22	40	180	0	
13	37	40	190	185	
14	22	40	195	0	
15	0	40	210	0	
16	55	54	216	216	
17	28	49	220	0	
18	22	40	240	94	
19	4	54	240	0	
20	4	40	255	0	
21	4	0	255	142	
22	20	51	255	0	
23	34	40	270	0	
24	20	40	270	0	
25	4	28	270	0	
26	32	40	280	278	
27	41	16	285	0	
28	4	40	300	4	
29	3	25	300	0	
30	20	40	330	0	
31	9	16	330	0	
32	22	17	330	0	
33	51	30	330	0	
34	34	40	360	360	
35	32	40	375	208	
36	4	10	375	0	
37	1	40	390	0	
38	8	40	405	0	
39	25	4	405	0	
40	22	40	420	0	
41	38	40	450	420	
42	37	4	450	0	
43	34	57	460	453	
44	34	40	480	413	
45	0	40	480	440	
46	48	1	510	0	
47	55	42	510	0	
48	50	2	538	538	
49	32	35	540	0	
50	35	55	564	564	
51	34	40	570	450	
52	0	24	570	527	
53	37	0	570	568	
54	25	26	570	552	
55	36	32	571	571	
56	9	40	600	541	
57	32	15	600	599	
58	15	58	600	567	
59	51	10	605	605	
60	40	12	613	613	
61	37	0	630	603	
62	51	22	638	637	
63	4	17	640	639	
64	9	26	650	649	
65	39	40	655	655	
66	54	51	667	667	
67	28	21	695	692	
68	0	40	700	698	
69	39	48	700	696	
70	32	26	720	704	
71	29	16	721	721	
72	29	25	730	728	
73	0	12	740	736	
74	55	16	742	742	
75	36	56	760	653	
76	34	57	795	792	
77	0	22	815	815	
78	34	25	840	840	
79	35	0	843	843	
80	22	34	850	850	
81	29	32	860	852	
82	9	16	870	855	
83	43	17	870	867	
84	51	2	880	878	
85	10	40	920	918	
86	8	40	930	478	
87	1	48	930	927	
88	22	12	945	945	
89	28	39	958	958	
90	48	31	960	959	
91	28	12	970	968	
92	34	0	970	968	
93	9	16	975	966	
94	35	40	990	985	
95	23	16	990	934	
96	56	16	990	937	
97	38	24	990	917	
98	8	17	990	503	
99	36	22	990	990	
100	25	25	1010	818	
101	40	10	1010	1010	
102	36	40	1015	1013	
103	34	25	1020	1007	
104	34	40	1048	1048	
105	42	17	1050	901	
106	25	2	1053	1053	
107	37	0	1055	1054	
108	54	40	1080	1000	
109	40	40	1080	790	
110	40	16	1080	1053	
111	40	10	1080	1078	
112	12	8	1112	1112	
113	17	0	1129	1129	
114	40	16	1130	1126	
115	48	20	1130	1045	
116	36	16	1140	1103	
117	34	16	1155	1073	
118	22	16	1155	1151	
119	48	26	1166	1166	
120	0	40	1170	1142	
121	36	16	1170	1097	
122	42	16	1185	1176	
123	37	29	1185	1155	
124	22	40	1200	1172	
125	25	16	1200	1151	
126	40	12	1200	548	
127	31	36	1200	1122	
128	48	40	1212	1212	
129	25	25	1215	1169	
130	8	54	1230	1213	
131	36	40	1260	1101	
132	55	12	1260	1245	
133	22	55	1275	1157	
134	8	59	1275	1269	
135	2	40	1290	595	
136	8	40	1290	1257	
137	3	16	1290	1207	
138	55	17	1290	1289	
139	8	36	1290	1280	
140	36	43	1305	1259	
141	26	40	1320	1017	
142	12	40	1320	1133	
143	8	15	1320	1289	
144	22	25	1330	1159	
145	22	32	1330	1162	
146	8	40	1345	1168	
147	8	40	1365	1346	
148	55	25	1380	1335	
149	23	40	1425	1259	
