1	8	40	0	0	
2	8	55	0	0	
3	55	37	25	19	
4	8	0	30	17	
5	55	54	35	29	
6	43	40	45	23	
7	8	12	70	66	
8	8	23	130	0	
9	23	21	143	138	
10	34	40	180	0	
11	8	8	210	178	
12	37	40	210	0	
13	0	40	210	0	
14	9	16	210	0	
15	25	16	225	0	
16	25	40	240	0	
17	34	40	240	0	
18	34	40	240	0	
19	22	40	240	0	
20	54	40	240	0	
21	12	16	240	0	
22	4	28	240	0	
23	4	40	255	0	
24	57	4	255	0	
25	4	0	255	42	
26	20	51	255	0	
27	56	40	270	0	
28	28	40	285	138	
29	3	40	300	0	
30	37	16	300	0	
31	37	16	300	0	
32	22	1	300	106	
33	4	54	315	0	
34	36	40	330	0	
35	9	16	330	28	
36	22	17	330	0	
37	43	40	360	26	
38	25	36	360	305	
39	28	50	390	0	
40	43	12	390	286	
41	25	4	405	0	
42	25	4	405	0	
43	20	40	420	0	
44	8	12	420	404	
45	28	10	420	398	
46	28	36	435	4	
47	3	40	450	410	
48	37	4	450	0	
49	37	4	450	0	
50	42	12	465	0	
51	28	40	480	458	
52	17	10	480	0	
53	40	10	480	0	
54	29	40	495	450	
55	42	40	510	0	
56	48	1	510	0	
57	34	40	525	511	
58	12	40	525	431	
59	22	55	525	475	
60	34	29	525	417	
61	10	40	540	469	
62	32	35	540	0	
63	10	8	570	457	
64	37	40	579	579	
65	34	40	600	543	
66	12	17	600	0	
67	40	51	600	343	
68	34	40	606	606	
69	34	25	613	613	
70	36	28	615	484	
71	36	28	615	484	
72	28	12	620	603	
73	40	16	630	611	
74	36	0	630	630	
75	32	22	670	668	
76	55	21	675	603	
77	29	25	685	681	
78	54	40	699	699	
79	42	2	710	708	
80	2	10	714	714	
81	34	23	715	712	
82	12	40	740	626	
83	37	41	745	745	
84	42	27	750	0	
85	36	17	780	649	
86	42	16	789	788	
87	3	2	810	805	
88	37	22	810	806	
89	32	22	816	816	
90	43	40	820	819	
91	43	17	825	802	
92	8	55	830	829	
93	17	32	840	746	
94	10	36	840	835	
95	55	25	840	840	
96	34	1	870	870	
97	55	22	878	868	
98	26	34	880	880	
99	36	26	893	893	
100	36	16	895	892	
101	27	40	915	911	
102	34	16	915	777	
103	20	8	920	917	
104	22	37	935	932	
105	22	40	945	914	
106	9	16	945	807	
107	37	16	945	867	
108	22	40	950	884	
109	37	15	960	901	
110	37	15	960	901	
111	23	17	965	965	
112	27	16	970	953	
113	9	40	975	934	
114	40	37	975	960	
115	21	36	975	910	
116	22	55	987	987	
117	8	22	1000	998	
118	48	12	1005	0	
119	36	40	1010	1006	
120	22	34	1015	1014	
121	1	36	1020	645	
122	55	20	1025	1025	
123	27	55	1031	1031	
124	17	22	1035	939	
125	17	22	1035	759	
126	29	16	1040	988	
127	29	40	1050	967	
128	8	40	1050	904	
129	1	48	1050	1035	
130	4	25	1050	905	
131	42	16	1050	478	
132	8	40	1055	1054	
133	28	20	1060	1060	
134	55	32	1062	1062	
135	10	16	1065	966	
136	28	54	1070	1036	
137	34	16	1080	513	
138	48	41	1095	1092	
139	23	40	1101	1101	
140	37	22	1108	1108	
141	40	51	1115	1114	
142	38	40	1125	1125	
143	12	42	1125	933	
144	22	40	1132	1132	
145	22	56	1145	1142	
146	34	16	1155	1119	
147	4	37	1155	926	
148	2	34	1165	1164	
149	34	40	1170	1115	
150	34	12	1170	1166	
151	17	40	1180	1180	
152	28	40	1195	1195	
153	34	16	1200	1179	
154	32	54	1200	1193	
155	22	40	1222	1222	
156	55	36	1226	1226	
157	8	54	1230	1199	
158	8	36	1230	1200	
159	26	0	1233	1233	
160	1	40	1245	1120	
161	8	58	1245	1228	
162	17	37	1256	1256	
163	55	24	1260	1249	
164	41	0	1265	1265	
165	8	23	1275	1252	
166	8	54	1275	1268	
167	5	55	1275	1174	
168	8	55	1275	1269	
169	5	10	1275	1176	
170	5	25	1275	1175	
171	0	16	1281	1281	
172	55	42	1283	1283	
173	21	54	1294	1294	
174	21	40	1295	1295	
175	21	43	1298	1298	
176	34	40	1301	1301	
177	55	28	1304	1290	
178	8	40	1305	1304	
179	17	34	1320	1298	
180	55	23	1320	1306	
181	25	29	1320	1264	
182	55	41	1320	1258	
183	55	51	1320	1313	
184	55	51	1320	1084	
185	8	24	1330	1293	
186	5	25	1335	1237	
187	8	36	1335	1326	
188	8	40	1380	1360	
189	8	40	1380	1367	
190	55	2	1380	1321	
191	55	0	1380	1334	
192	8	59	1380	1377	
193	55	37	1420	1414	
194	43	40	1425	1305	
