1	8	40	0	0	
2	8	37	0	0	
3	54	40	60	0	
4	21	24	100	91	
5	37	40	150	118	
6	36	40	195	0	
7	32	40	210	201	
8	2	40	210	0	
9	26	40	210	38	
10	34	40	240	0	
11	0	40	240	33	
12	22	40	240	0	
13	26	40	240	0	
14	57	4	240	0	
15	8	40	255	0	
16	4	40	255	0	
17	9	40	255	0	
18	28	40	255	0	
19	4	0	255	106	
20	20	51	255	0	
21	31	40	270	0	
22	4	28	270	0	
23	8	40	300	0	
24	34	40	300	0	
25	2	40	315	0	
26	4	54	315	0	
27	36	40	330	0	
28	12	40	330	0	
29	37	15	330	0	
30	34	17	345	0	
31	46	40	375	0	
32	37	0	390	0	
33	25	4	405	0	
34	36	40	420	0	
35	36	43	420	404	
36	38	36	420	390	
37	26	43	435	370	
38	8	10	450	0	
39	22	8	456	455	
40	37	27	465	411	
41	23	36	480	479	
42	43	40	495	0	
43	10	30	495	0	
44	36	40	510	478	
45	37	4	510	0	
46	48	1	510	0	
47	32	35	525	0	
48	42	12	525	0	
49	0	40	540	444	
50	26	25	540	0	
51	34	2	540	499	
52	43	24	550	543	
53	37	40	570	551	
54	38	27	570	542	
55	34	13	585	550	
56	17	27	588	587	
57	38	55	630	621	
58	9	50	637	637	
59	34	25	645	563	
60	55	16	660	620	
61	34	56	660	654	
62	8	55	672	672	
63	32	34	675	668	
64	2	55	686	686	
65	43	26	693	693	
66	22	40	695	692	
67	21	36	705	640	
68	37	26	710	710	
69	55	25	710	707	
70	43	40	720	0	
71	4	10	750	730	
72	42	27	750	0	
73	25	0	750	733	
74	34	25	790	739	
75	8	20	790	785	
76	8	22	790	785	
77	8	36	795	769	
78	55	37	825	727	
79	21	55	825	768	
80	17	10	830	827	
81	34	27	840	839	
82	26	25	840	799	
83	22	55	870	867	
84	36	10	870	830	
85	3	25	875	871	
86	15	4	880	878	
87	23	40	890	887	
88	51	25	893	893	
89	3	25	900	898	
90	2	22	900	848	
91	36	55	900	726	
92	2	12	900	848	
93	55	8	905	905	
94	12	51	910	906	
95	55	4	911	911	
96	55	22	955	951	
97	25	16	960	904	
98	29	16	960	879	
99	8	41	960	950	
100	28	12	960	939	
101	10	8	990	936	
102	22	40	990	895	
103	22	17	990	987	
104	36	23	990	955	
105	25	16	999	999	
106	23	25	1000	999	
107	25	17	1015	1011	
108	55	21	1020	728	
109	49	40	1038	1038	
110	22	40	1050	1036	
111	17	22	1050	939	
112	12	16	1065	902	
113	34	16	1080	1068	
114	8	12	1080	980	
115	56	51	1085	1037	
116	0	32	1110	692	
117	26	36	1118	1118	
118	1	48	1139	1139	
119	23	16	1140	804	
120	35	32	1140	943	
121	30	16	1155	1143	
122	4	37	1155	926	
123	41	16	1170	1056	
124	37	17	1170	1145	
125	26	10	1173	1173	
126	34	16	1180	1178	
127	36	8	1182	1182	
128	25	40	1200	887	
129	1	40	1200	1167	
130	29	43	1200	1146	
131	34	16	1211	1211	
132	23	40	1230	1201	
133	23	17	1230	1138	
134	8	21	1230	1184	
135	5	54	1230	1173	
136	8	54	1230	1177	
137	8	36	1230	1167	
138	8	58	1232	1232	
139	8	40	1245	1240	
140	55	17	1260	1246	
141	8	2	1260	1238	
142	37	40	1275	1129	
143	8	34	1275	1266	
144	28	17	1278	1278	
145	8	54	1280	1276	
146	5	55	1282	1282	
147	55	24	1290	1271	
148	8	14	1290	1287	
149	55	58	1290	1262	
150	8	10	1290	1289	
151	55	42	1290	1240	
152	25	28	1290	1215	
153	40	28	1305	1208	
154	8	25	1320	1289	
155	26	12	1326	1326	
156	5	25	1335	1175	
157	55	0	1335	1335	
158	5	36	1335	1173	
159	8	25	1350	1343	
160	4	37	1350	1248	
161	8	1	1350	1343	
162	55	42	1365	1364	
163	8	54	1380	1363	
164	2	3	1380	1364	
165	55	28	1380	1380	
166	55	43	1405	1403	
