1	55	37	0	0	
2	55	41	0	0	
3	55	29	4	4	
4	55	40	15	13	
5	8	39	60	44	
6	55	0	75	74	
7	55	36	75	73	
8	21	40	86	86	
9	55	17	90	35	
10	8	25	120	104	
11	55	56	130	130	
12	55	8	150	139	
13	8	54	150	140	
14	55	12	178	178	
15	55	58	188	188	
16	23	40	195	0	
17	28	40	210	0	
18	8	56	210	0	
19	42	40	220	0	
20	0	40	225	0	
21	26	40	225	0	
22	4	40	240	0	
23	26	40	240	0	
24	4	16	240	0	
25	4	28	240	0	
26	57	4	255	0	
27	30	40	270	0	
28	29	16	270	0	
29	32	40	278	278	
30	4	0	300	0	
31	4	51	300	0	
32	2	40	345	0	
33	42	26	345	343	
34	22	17	360	0	
35	25	4	405	0	
36	24	21	420	0	
37	37	4	450	0	
38	8	10	450	0	
39	23	45	450	410	
40	34	40	465	0	
41	9	40	465	0	
42	12	21	465	438	
43	42	21	465	456	
44	40	0	470	469	
45	43	40	480	474	
46	34	2	480	451	
47	37	40	510	467	
48	48	1	510	0	
49	48	36	510	487	
50	36	22	540	475	
51	34	55	540	477	
52	38	40	541	540	
53	0	8	555	0	
54	22	40	563	563	
55	28	12	570	532	
56	12	0	570	0	
57	12	0	570	0	
58	34	12	600	562	
59	25	40	615	556	
60	36	10	654	654	
61	34	40	658	658	
62	55	32	660	660	
63	17	40	675	673	
64	43	16	690	678	
65	27	4	693	693	
66	56	0	700	613	
67	26	40	705	565	
68	54	4	710	0	
69	22	36	712	711	
70	8	55	720	572	
71	8	26	720	706	
72	26	40	735	668	
73	22	55	745	745	
74	51	0	750	749	
75	42	27	755	754	
76	8	40	780	722	
77	21	55	780	672	
78	21	54	805	804	
79	55	21	817	817	
80	8	12	820	782	
81	9	16	825	454	
82	43	16	825	824	
83	9	56	835	639	
84	12	16	870	789	
85	34	22	870	868	
86	56	25	870	0	
87	34	25	880	870	
88	8	0	880	660	
89	43	40	885	790	
90	12	16	900	637	
91	55	4	910	897	
92	39	8	912	911	
93	29	48	917	916	
94	36	55	945	912	
95	38	43	957	957	
96	29	17	960	713	
97	12	22	970	931	
98	22	26	970	970	
99	22	26	975	974	
100	34	0	979	979	
101	55	21	990	932	
102	17	40	1000	960	
103	22	40	1005	990	
104	23	40	1020	914	
105	12	34	1020	1017	
106	34	12	1020	1018	
107	17	49	1020	1005	
108	8	10	1020	978	
109	24	0	1020	1017	
110	34	40	1035	1035	
111	28	40	1037	1037	
112	10	8	1050	676	
113	40	40	1050	1027	
114	28	4	1050	759	
115	36	17	1060	988	
116	29	40	1071	1071	
117	22	26	1075	1075	
118	27	23	1089	1089	
119	1	48	1090	1090	
120	22	40	1095	1095	
121	8	40	1110	888	
122	9	40	1110	1107	
123	55	8	1114	1114	
124	32	40	1123	1122	
125	40	10	1125	926	
126	32	40	1140	1080	
127	40	4	1140	821	
128	34	40	1155	786	
129	4	37	1155	657	
130	8	40	1170	1074	
131	37	16	1170	1064	
132	23	16	1170	1084	
133	41	17	1170	1049	
134	32	36	1185	1181	
135	39	40	1200	1082	
136	22	16	1200	1056	
137	23	45	1200	1199	
138	1	40	1230	1160	
139	8	54	1230	1214	
140	24	40	1270	1036	
141	8	40	1280	1280	
142	55	34	1290	1244	
143	2	55	1290	1229	
144	55	36	1290	1290	
145	28	40	1300	1286	
146	5	54	1300	1281	
147	55	0	1300	1298	
148	55	28	1300	1298	
149	34	40	1305	1082	
150	25	40	1320	1025	
151	5	14	1335	1284	
152	1	40	1350	1341	
153	8	24	1350	1318	
154	55	56	1350	1346	
155	5	54	1350	1284	
156	55	41	1350	1335	
157	32	13	1350	1338	
158	4	40	1380	1259	
159	26	9	1380	1362	
160	26	9	1380	1362	
161	26	9	1380	1362	
162	26	9	1380	1362	
163	40	51	1380	1061	
164	12	55	1390	1383	
0	0	0	0	0	
